weekdate,position,artist,track
2012-02-24,49,EMELI SANDE,READ ALL ABOUT IT PT 3
2012-02-24,50,SWEDISH HOUSE MAFIA/KNIFEPARTY,ANTIDOTE
2012-03-02,1,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
2012-03-02,2,EMELI SANDE,EXT TO ME
2012-03-02,3,DJ FRESH FT RITA ORA,HOT RIGHT NOW
2012-03-02,4,FLO RIDA FT SIA,WILD ONES
2012-03-02,5,DAVID GUETTA FT SIA,TITANIUM
2012-03-02,6,JESSIE J,DOMINO
2012-03-02,7,NICKI MINAJ,STARSHIPS
2012-03-02,8,DAVID GUETTA FT NICKI MINAJ,TURN ME ON
2012-03-02,9,GYM CLASS HEROES FT NEON HITCH,ASS BACK HOME
2012-03-02,10,WILL I AM/JAGGER/LOPEZ,T.H.E (THE HARDEST EVER)
2012-03-02,11,ED SHEERAN,DRUNK
2012-03-02,12,ALYSSA REID FT JUMP SMOKERS,ALONE AGAIN
2012-03-02,13,KELLY CLARKSON,STRONGER
2012-03-02,14,LANA DEL REY,BORN TO DIE
2012-03-02,15,RIZZLE KICKS,MAMA DO THE HUMP
2012-03-02,16,LMFAO,SEXY AND I KNOW IT
2012-03-02,17,ED SHEERAN,LEGO HOUSE
2012-03-02,18,PITBULL FT CHRIS BROWN,INTERNATIONAL LOVE
2012-03-02,19,COVER DRIVE,TWILIGHT
2012-03-02,20,LANA DEL REY,VIDEO GAMES
2012-03-02,21,LIL WAYNE FT BRUNO MARS,MIRROR
2012-03-02,22,RIHANNA FT CALVIN HARRIS,WE FOUND LOVE
2012-03-02,23,COLDPLAY,PARADISE
2012-03-02,24,ONE DIRECTION,ONE THING
2012-03-02,25,CHER LLOYD FT ASTRO,WANT U BACK
2012-03-02,26,OLLY MURS,DANCE WITH ME TONIGHT
2012-03-02,27,EMELI SANDE,HEAVEN
2012-03-02,28,ADELE,ROLLING IN THE DEEP
2012-03-02,29,FLO RIDA,GOOD FEELING
2012-03-02,30,COLDPLAY,RECHARLIE BROWN
2012-03-02,31,MAROON 5 FT CHRISTINA AGUILERA,MOVES LIKE JAGGER
2012-03-02,32,ADELE,SOMEONE LIKE YOU
2012-03-02,33,ED SHEERAN,THE A TEAM
2012-03-02,34,LLOYD FT ANDRE 3000/LIL WAYNE,DEDICATION TO MY EX (MISS THAT)
2012-03-02,35,JASON DERULO,BREATHING
2012-03-02,36,CHRISTINA PERRI,JAR OF HEARTS
2012-03-02,37,JAY-Z & KANYE WEST,****S IN PARIS
2012-03-02,38,AVICII,LEVELS
2012-03-02,39,LABRINTH FT TINIE TEMPAH,EARTHQUAKE
2012-03-02,40,NADIA ALI,RAPTURE
2012-03-02,41,ADELE,SET FIRE TO THE RAIN
2012-03-02,42,DRAKE FT RIHANNA,TAKE CARE
2012-03-02,43,LMFAO/LAUREN BENNETT/GOONROCK,PARTY ROCK ANTHEM
2012-03-02,44,WHITNEY HOUSTON,I WILL ALWAYS LOVE YOU
2012-03-02,45,PIXIE LOTT,KISS THE STARS
2012-03-02,46,FLORENCE & THE MACHINE,SHAKE IT OUT
2012-03-02,47,NOEL GALLAGHER'S HIGH FLYING,REAKA WHAT A LIFE
2012-03-02,48,ONE DIRECTION,WHAT MAKES YOU BEAUTIFUL
2012-03-02,49,BEYONCE,LOVE ON TOP
2012-03-02,50,FLORENCE & THE MACHINE,RENO LIGHT NO LIGHT
2012-03-09,1,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
2012-03-09,2,DAPPY FT BRIAN MAY,ROCKSTAR
2012-03-09,3,EMELI SANDE,EXT TO ME
2012-03-09,4,FLO RIDA FT SIA,WILD ONES
2012-03-09,5,NICKI MINAJ,STARSHIPS
2012-03-09,6,DJ FRESH FT RITA ORA,HOT RIGHT NOW
2012-03-09,7,DAVID GUETTA FT SIA,TITANIUM
2012-03-09,8,KELLY CLARKSON,STRONGER
2012-03-09,9,ED SHEERAN,DRUNK
2012-03-09,10,JESSIE J,DOMINO
2012-03-09,11,DAVID GUETTA FT NICKI MINAJ,TURN ME ON
2012-03-09,12,MATT REDMAN & LZ7,TWENTY SEVEN MILLION
2012-03-09,13,CHIDDY BANG,RAY CHARLES
2012-03-09,14,RIZZLE KICKS,MAMA DO THE HUMP
2012-03-09,15,GYM CLASS HEROES FT NEON HITCH,ASS BACK HOME
2012-03-09,16,LMFAO,SEXY AND I KNOW IT
2012-03-09,17,ALYSSA REID FT JUMP SMOKERS,ALONE AGAIN
2012-03-09,18,WILL I AM/JAGGER/LOPEZ,T.H.E (THE HARDEST EVER)
2012-03-09,19,PITBULL FT CHRIS BROWN,INTERNATIONAL LOVE
2012-03-09,20,LIL WAYNE FT BRUNO MARS,MIRROR
2012-03-09,21,LANA DEL REY,BORN TO DIE
2012-03-09,22,MADEON,ICARUS
2012-03-09,23,ARCTIC MONKEYS,R U MINE
2012-03-09,24,RIHANNA FT CALVIN HARRIS,WE FOUND LOVE
2012-03-09,25,JASON DERULO,BREATHING
2012-03-09,26,COVER DRIVE,TWILIGHT
2012-03-09,27,JAY-Z & KANYE WEST,****S IN PARIS
2012-03-09,28,UTAH SAINTS/DRUMSOUND/BASSLINE,WHAT CAN YOU DO FOR ME
2012-03-09,29,ED SHEERAN,LEGO HOUSE
2012-03-09,30,OLLY MURS,DANCE WITH ME TONIGHT
2012-03-09,31,COLDPLAY,PARADISE
2012-03-09,32,DEMI LOVATO,SKYSCRAPER
2012-03-09,33,CHER LLOYD FT ASTRO,WANT U BACK
2012-03-09,34,LANA DEL REY,VIDEO GAMES
2012-03-09,35,MAROON 5 FT CHRISTINA AGUILERA,MOVES LIKE JAGGER
2012-03-09,36,FLO RIDA,GOOD FEELING
2012-03-09,37,COLDPLAY,CHARLIE BROWN
2012-03-09,38,LLOYD FT ANDRE 3000/LIL WAYNE,DEDICATION TO MY EX (MISS THAT)
2012-03-09,39,CHRISTINA PERRI,JAR OF HEARTS
2012-03-09,40,LABRINTH FT TINIE TEMPAH,EARTHQUAKE
2012-03-09,41,EMELI SANDE,HEAVEN
2012-03-09,42,ONE DIRECTION,ONE THING
2012-03-09,43,AVICII,LEVELS
2012-03-09,44,NADIA ALI,RAPTURE
2012-03-09,45,ADELE,ROLLING IN THE DEEP
2012-03-09,46,ADELE,SOMEONE LIKE YOU
2012-03-09,47,DRAKE FT RIHANNA,TAKE CARE
2012-03-09,48,ED SHEERAN,THE A TEAM
2012-03-09,49,TYGA,RACK CITY
2012-03-09,50,REDLIGHT,GET OUT MY HEAD
2012-03-16,1,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
2012-03-16,2,EMELI SANDE,EXT TO ME
2012-03-16,3,NICKI MINAJ,STARSHIPS
2012-03-16,4,FLO RIDA FT SIA,WILD ONES
2012-03-16,5,STOOSHE FT TRAVIE MCCOY,LOVE ME
2012-03-16,6,DJ FRESH FT RITA ORA,HOT RIGHT NOW
2012-03-16,7,TINCHY STRYDER FT PIXIE LOTT,BRIGHT LIGHTS
2012-03-16,8,DAVID GUETTA FT SIA,TITANIUM
2012-03-16,9,MARCUS COLLINS,SEVEN NATION ARMY
2012-03-16,10,DAVID GUETTA FT NICKI MINAJ,TURN ME ON
2012-03-16,11,JESSIE J,DOMINO
2012-03-16,12,KELLY CLARKSON,STRONGER
2012-03-16,13,DAPPY FT BRIAN MAY,ROCKSTAR
2012-03-16,14,ED SHEERAN,DRUNK
2012-03-16,15,LMFAO,SEXY AND I KNOW IT
2012-03-16,16,RIZZLE KICKS,MAMA DO THE HUMP
2012-03-16,17,LIL WAYNE FT BRUNO MARS,MIRROR
2012-03-16,18,JAY-Z & KANYE WEST,****S IN PARIS
2012-03-16,19,ALYSSA REID FT JUMP SMOKERS,ALONE AGAIN
2012-03-16,20,CHIDDY BANG,RAY CHARLES
2012-03-16,21,GYM CLASS HEROES FT NEON HITCH,ASS BACK HOME
2012-03-16,22,PITBULL FT CHRIS BROWN,INTERNATIONAL LOVE
2012-03-16,23,WILL I AM/JAGGER/LOPEZ,T.H.E (THE HARDEST EVER)
2012-03-16,24,OLLY MURS,DANCE WITH ME TONIGHT
2012-03-16,25,COVER DRIVE,TWILIGHT
2012-03-16,26,RIHANNA FT CALVIN HARRIS,WE FOUND LOVE
2012-03-16,27,COLDPLAY,PARADISE
2012-03-16,28,LANA DEL REY,BORN TO DIE
2012-03-16,29,MAROON 5 FT CHRISTINA AGUILERA,MOVES LIKE JAGGER
2012-03-16,30,JASON DERULO,BREATHING
2012-03-16,31,RIHANNA FT JAY-Z,TALK THAT TALK
2012-03-16,32,LANA DEL REY,VIDEO GAMES
2012-03-16,33,FLO RIDA,GOOD FEELING
2012-03-16,34,TAIO CRUZ FT FLO RIDA,HANGOVER
2012-03-16,35,ED SHEERAN,LEGO HOUSE
2012-03-16,36,LABRINTH FT TINIE TEMPAH,EARTHQUAKE
2012-03-16,37,DRAKE FT RIHANNA,TAKE CARE
2012-03-16,38,COLDPLAY,CHARLIE BROWN
2012-03-16,39,ARCTIC MONKEYS,R U MINE
2012-03-16,40,LLOYD FT ANDRE 3000/LIL WAYNE,DEDICATION TO MY EX (MISS THAT)
2012-03-16,41,MADEON,ICARUS
2012-03-16,42,LMFAO/LAUREN BENNETT/GOONROCK,PARTY ROCK ANTHEM
2012-03-16,43,TYGA,RACK CITY
2012-03-16,44,AVICII,LEVELS
2012-03-16,45,CHRISTINA PERRI,JAR OF HEARTS
2012-03-16,46,AZEALIA BANKS FT LAZY JAY,212
2012-03-16,47,CHER LLOYD FT ASTRO,WANT U BACK
2012-03-16,48,MIA,BAD GIRLS
2012-03-16,49,NADIA ALI,RAPTURE
2012-03-16,50,EMELI SANDE,HEAVEN
2012-03-23,1,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
2012-03-23,2,NICKI MINAJ,STARSHIPS
2012-03-23,3,ALEXANDRA BURKE/ERICK MORILLO,ELEPHANT
2012-03-23,4,EMELI SANDE,EXT TO ME
2012-03-23,5,FLO RIDA FT SIA,WILD ONES
2012-03-23,6,DAVID GUETTA FT SIA,TITANIUM
2012-03-23,7,DJ FRESH FT RITA ORA,HOT RIGHT NOW
2012-03-23,8,DAVID GUETTA FT NICKI MINAJ,TURN ME ON
2012-03-23,9,STOOSHE FT TRAVIE MCCOY,LOVE ME
2012-03-23,10,JAY-Z & KANYE WEST,****S IN PARIS
2012-03-23,11,JESSIE J,DOMINO
2012-03-23,12,MARCUS COLLINS,SEVEN NATION ARMY
2012-03-23,13,SWEDISH HOUSE MAFIA,GREYHOUND
2012-03-23,14,TINCHY STRYDER FT PIXIE LOTT,BRIGHT LIGHTS
2012-03-23,15,KELLY CLARKSON,STRONGER
2012-03-23,16,JASON MRAZ,I WON'T GIVE UP
2012-03-23,17,LMFAO,SEXY AND I KNOW IT
2012-03-23,18,RIZZLE KICKS,MAMA DO THE HUMP
2012-03-23,19,LIL WAYNE FT BRUNO MARS,MIRROR
2012-03-23,20,ED SHEERAN,DRUNK
2012-03-23,21,PITBULL FT CHRIS BROWN,INTERNATIONAL LOVE
2012-03-23,22,COLDPLAY,CHARLIE BROWN
2012-03-23,23,ALYSSA REID FT JUMP SMOKERS,ALONE AGAIN
2012-03-23,24,AZEALIA BANKS FT LAZY JAY,212
2012-03-23,25,DAPPY FT BRIAN MAY,ROCKSTAR
2012-03-23,26,LANA DEL REY,VIDEO GAMES
2012-03-23,27,TAIO CRUZ FT FLO RIDA,HANGOVER
2012-03-23,28,LLOYD FT ANDRE 3000/LIL WAYNE,DEDICATION TO MY EX (MISS THAT)
2012-03-23,29,RIHANNA FT JAY-Z,TALK THAT TALK
2012-03-23,30,LMFAO,SORRY FOR PARTY ROCKING
2012-03-23,31,OLLY MURS,DANCE WITH ME TONIGHT
2012-03-23,32,COVER DRIVE,TWILIGHT
2012-03-23,33,CHIDDY BANG,RAY CHARLES
2012-03-23,34,RIHANNA FT CALVIN HARRIS,WE FOUND LOVE
2012-03-23,35,MAROON 5 FT CHRISTINA AGUILERA,MOVES LIKE JAGGER
2012-03-23,36,LANA DEL REY,BORN TO DIE
2012-03-23,37,COLDPLAY,PARADISE
2012-03-23,38,WILL I AM/JAGGER/LOPEZ,T.H.E (THE HARDEST EVER)
2012-03-23,39,GYM CLASS HEROES FT NEON HITCH,ASS BACK HOME
2012-03-23,40,TYGA,RACK CITY
2012-03-23,41,DRAKE FT RIHANNA,TAKE CARE
2012-03-23,42,FLO RIDA,GOOD FEELING
2012-03-23,43,MIA,BAD GIRLS
2012-03-23,44,DAVID GUETTA FT USHER,WITHOUT YOU
2012-03-23,45,LABRINTH FT TINIE TEMPAH,EARTHQUAKE
2012-03-23,46,ED SHEERAN,LEGO HOUSE
2012-03-23,47,AVICII,LEVELS
2012-03-23,48,CHRISTINA PERRI,JAR OF HEARTS
2012-03-23,49,LMFAO/LAUREN BENNETT/GOONROCK,PARTY ROCK ANTHEM
2012-03-23,50,NADIA ALI,RAPTURE
2012-03-30,1,KATY PERRY,PART OF ME
2012-03-30,2,SEAN PAUL,SHE DOESN'T MIND
2012-03-30,3,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
2012-03-30,4,LABRINTH,LAST TIME
2012-03-30,5,NICKI MINAJ,STARSHIPS
2012-03-30,6,JLS,PROUD
2012-03-30,7,DAVID GUETTA FT SIA,TITANIUM
2012-03-30,8,FLO RIDA FT SIA,WILD ONES
2012-03-30,9,EMELI SANDE,EXT TO ME
2012-03-30,10,DAVID GUETTA FT NICKI MINAJ,TURN ME ON
2012-03-30,11,JAY-Z & KANYE WEST,****S IN PARIS
2012-03-30,12,ALEXANDRA BURKE/ERICK MORILLO,ELEPHANT
2012-03-30,13,DJ FRESH FT RITA ORA,HOT RIGHT NOW
2012-03-30,14,JESSIE J,DOMINO
2012-03-30,15,JASON MRAZ,I WON'T GIVE UP
2012-03-30,16,STOOSHE FT TRAVIE MCCOY,LOVE ME
2012-03-30,17,SWEDISH HOUSE MAFIA,GREYHOUND
2012-03-30,18,LMFAO,SEXY AND I KNOW IT
2012-03-30,19,TINCHY STRYDER FT PIXIE LOTT,BRIGHT LIGHTS
2012-03-30,20,AZEALIA BANKS FT LAZY JAY,212
2012-03-30,21,RIZZLE KICKS,MAMA DO THE HUMP
2012-03-30,22,KELLY CLARKSON,STRONGER
2012-03-30,23,YOU ME AT SIX,THE SWARM
2012-03-30,24,ED SHEERAN,DRUNK
2012-03-30,25,MARCUS COLLINS,SEVEN NATION ARMY
2012-03-30,26,COLDPLAY,CHARLIE BROWN
2012-03-30,27,LIL WAYNE FT BRUNO MARS,MIRROR
2012-03-30,28,RIHANNA FT JAY-Z,TALK THAT TALK
2012-03-30,29,LMFAO,SORRY FOR PARTY ROCKING
2012-03-30,30,ALYSSA REID FT JUMP SMOKERS,ALONE AGAIN
2012-03-30,31,PITBULL FT CHRIS BROWN,INTERNATIONAL LOVE
2012-03-30,32,LLOYD FT ANDRE 3000/LIL WAYNE,DEDICATION TO MY EX (MISS THAT)
2012-03-30,33,OLLY MURS,DANCE WITH ME TONIGHT
2012-03-30,34,RIHANNA FT CALVIN HARRIS,WE FOUND LOVE
2012-03-30,35,FLORENCE & THE MACHINE,SHAKE IT OUT
2012-03-30,36,DAPPY FT BRIAN MAY,ROCKSTAR
2012-03-30,37,COLDPLAY,PARADISE
2012-03-30,38,MAROON 5 FT CHRISTINA AGUILERA,MOVES LIKE JAGGER
2012-03-30,39,TYGA,RACK CITY
2012-03-30,40,DRAKE FT RIHANNA,TAKE CARE
2012-03-30,41,ANGEL/WRETCH 32,GO IN GO HARD
2012-03-30,42,COVER DRIVE,TWILIGHT
2012-03-30,43,LANA DEL REY,BORN TO DIE
2012-03-30,44,FLO RIDA,GOOD FEELING
2012-03-30,45,WILL I AM/JAGGER/LOPEZ,T.H.E (THE HARDEST EVER)
2012-03-30,46,LABRINTH FT TINIE TEMPAH,EARTHQUAKE
2012-03-30,47,LANA DEL REY,VIDEO GAMES
2012-03-30,48,OLLY MURS,OH MY GOODNESS
2012-03-30,49,LMFAO/LAUREN BENNETT/GOONROCK,PARTY ROCK ANTHEM
2012-03-30,50,AVICII,LEVELS
2012-04-06,1,CHRIS BROWN,TURN UP THE MUSIC
2012-04-06,2,SEAN PAUL,SHE DOESN'T MIND
2012-04-06,3,NICKI MINAJ,STARSHIPS
2012-04-06,4,KATY PERRY,PART OF ME
2012-04-06,5,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
2012-04-06,6,PLAN B,ILL MANORS
2012-04-06,7,FLO RIDA FT SIA,WILD ONES
2012-04-06,8,DAVID GUETTA FT SIA,TITANIUM
2012-04-06,9,LABRINTH,LAST TIME
2012-04-06,10,EMELI SANDE,EXT TO ME
2012-04-06,11,JAY-Z & KANYE WEST,****S IN PARIS
2012-04-06,12,DAVID GUETTA FT NICKI MINAJ,TURN ME ON
2012-04-06,13,JESSIE J,DOMINO
2012-04-06,14,AZEALIA BANKS FT LAZY JAY,212
2012-04-06,15,JASON MRAZ,I WON'T GIVE UP
2012-04-06,16,DJ FRESH FT RITA ORA,HOT RIGHT NOW
2012-04-06,17,SWEDISH HOUSE MAFIA,GREYHOUND
2012-04-06,18,ALEXANDRA BURKE/ERICK MORILLO,ELEPHANT
2012-04-06,19,LMFAO,SEXY AND I KNOW IT
2012-04-06,20,JLS,PROUD
2012-04-06,21,STOOSHE FT TRAVIE MCCOY,LOVE ME
2012-04-06,22,RIZZLE KICKS,MAMA DO THE HUMP
2012-04-06,23,LMFAO,SORRY FOR PARTY ROCKING
2012-04-06,24,ED SHEERAN,DRUNK
2012-04-06,25,RIHANNA FT JAY-Z,TALK THAT TALK
2012-04-06,26,YOU ME AT SIX,THE SWARM
2012-04-06,27,KELLY CLARKSON,STRONGER
2012-04-06,28,OLLY MURS,OH MY GOODNESS
2012-04-06,29,DRAKE FT RIHANNA,TAKE CARE
2012-04-06,30,TINCHY STRYDER FT PIXIE LOTT,BRIGHT LIGHTS
2012-04-06,31,LABRINTH FT TINIE TEMPAH,EARTHQUAKE
2012-04-06,32,OLLY MURS,DANCE WITH ME TONIGHT
2012-04-06,33,COLDPLAY,CHARLIE BROWN
2012-04-06,34,LIL WAYNE FT BRUNO MARS,MIRROR
2012-04-06,35,VACCINES,IF YOU WANNA
2012-04-06,36,B TRAITS FT ELISABETH TROY,FEVER
2012-04-06,37,LLOYD FT ANDRE 3000/LIL WAYNE,DEDICATION TO MY EX (MISS THAT)
2012-04-06,38,ALYSSA REID FT JUMP SMOKERS,ALONE AGAIN
2012-04-06,39,MAROON 5 FT CHRISTINA AGUILERA,MOVES LIKE JAGGER
2012-04-06,40,COLDPLAY,PARADISE
2012-04-06,41,RIHANNA FT CALVIN HARRIS,WE FOUND LOVE
2012-04-06,42,PITBULL FT CHRIS BROWN,INTERNATIONAL LOVE
2012-04-06,43,MARCUS COLLINS,SEVEN NATION ARMY
2012-04-06,44,TYGA,RACK CITY
2012-04-06,45,WILL I AM/JAGGER/LOPEZ,T.H.E (THE HARDEST EVER)
2012-04-06,46,LMFAO/LAUREN BENNETT/GOONROCK,PARTY ROCK ANTHEM
2012-04-06,47,FLO RIDA,GOOD FEELING
2012-04-06,48,ARCTIC MONKEYS,R U MINE
2012-04-06,49,CARLY RAE JEPSEN TRIBUTE TEAM,CALL ME MAYBE
2012-04-06,50,AVICII,LEVELS
2012-04-13,1,CARLY RAE JEPSEN,CALL ME MAYBE
2012-04-13,2,SEAN PAUL,SHE DOESN'T MIND
2012-04-13,3,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
2012-04-13,4,NICKI MINAJ,STARSHIPS
2012-04-13,5,CHRIS BROWN,TURN UP THE MUSIC
2012-04-13,6,KATY PERRY,PART OF ME
2012-04-13,7,DAVID GUETTA FT SIA,TITANIUM
2012-04-13,8,FLO RIDA FT SIA,WILD ONES
2012-04-13,9,EMELI SANDE,EXT TO ME
2012-04-13,10,LABRINTH,LAST TIME
2012-04-13,11,JESSIE J,DOMINO
2012-04-13,12,AZEALIA BANKS FT LAZY JAY,212
2012-04-13,13,OLLY MURS,OH MY GOODNESS
2012-04-13,14,JAY-Z & KANYE WEST,****S IN PARIS
2012-04-13,15,ALEX DAY,LADY GODIVA
2012-04-13,16,DAVID GUETTA FT NICKI MINAJ,TURN ME ON
2012-04-13,17,JASON MRAZ,I WON'T GIVE UP
2012-04-13,18,SCRIPT,THE MAN WHO CAN'T BE MOVED
2012-04-13,19,RIZZLE KICKS,MAMA DO THE HUMP
2012-04-13,20,SWEDISH HOUSE MAFIA,GREYHOUND
2012-04-13,21,LABRINTH FT TINIE TEMPAH,EARTHQUAKE
2012-04-13,22,LMFAO,SEXY AND I KNOW IT
2012-04-13,23,PLAN B,ILL MANORS
2012-04-13,24,ALEXANDRA BURKE/ERICK MORILLO,ELEPHANT
2012-04-13,25,DJ FRESH FT RITA ORA,HOT RIGHT NOW
2012-04-13,26,KELLY CLARKSON,STRONGER
2012-04-13,27,LMFAO,SORRY FOR PARTY ROCKING
2012-04-13,28,DRAKE FT RIHANNA,TAKE CARE
2012-04-13,29,ED SHEERAN,DRUNK
2012-04-13,30,COLDPLAY,PARADISE
2012-04-13,31,RIHANNA FT JAY-Z,TALK THAT TALK
2012-04-13,32,YOU ME AT SIX,THE SWARM
2012-04-13,33,COLDPLAY,CHARLIE BROWN
2012-04-13,34,OLLY MURS,DANCE WITH ME TONIGHT
2012-04-13,35,FLO RIDA,GOOD FEELING
2012-04-13,36,ED SHEERAN,LEGO HOUSE
2012-04-13,37,STOOSHE FT TRAVIE MCCOY,LOVE ME
2012-04-13,38,ALYSSA REID FT JUMP SMOKERS,ALONE AGAIN
2012-04-13,39,BEYONCE,END OF TIME
2012-04-13,40,MAROON 5 FT CHRISTINA AGUILERA,MOVES LIKE JAGGER
2012-04-13,41,WHEATUS,RETEENAGE DIRTBAG
2012-04-13,42,VACCINES,IF YOU WANNA
2012-04-13,43,AVICII,LEVELS
2012-04-13,44,JLS,PROUD
2012-04-13,45,PITBULL FT CHRIS BROWN,INTERNATIONAL LOVE
2012-04-13,46,LIL WAYNE FT BRUNO MARS,MIRROR
2012-04-13,47,WILL I AM/JAGGER/LOPEZ,T.H.E (THE HARDEST EVER)
2012-04-13,48,LLOYD FT ANDRE 3000/LIL WAYNE,DEDICATION TO MY EX (MISS THAT)
2012-04-13,49,RIHANNA FT CALVIN HARRIS,WE FOUND LOVE
2012-04-13,50,TRAIN,DROPS OF JUPITER (TELL ME)
2012-04-20,1,CARLY RAE JEPSEN,CALL ME MAYBE
2012-04-20,2,JUSTIN BIEBER,BOYFRIEND
2012-04-20,3,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
2012-04-20,4,USHER,CLIMAX
2012-04-20,5,NICKI MINAJ,STARSHIPS
2012-04-20,6,SEAN PAUL,SHE DOESN'T MIND
2012-04-20,7,FUN FT JANELLE MONAE,WE ARE YOUNG
2012-04-20,8,SWAY,LEVEL UP
2012-04-20,9,CHRIS BROWN,TURN UP THE MUSIC
2012-04-20,10,FLO RIDA FT SIA,WILD ONES
2012-04-20,11,DAVID GUETTA FT SIA,TITANIUM
2012-04-20,12,AZEALIA BANKS FT LAZY JAY,212
2012-04-20,13,KATY PERRY,PART OF ME
2012-04-20,14,EMELI SANDE,EXT TO ME
2012-04-20,15,JESSIE J,DOMINO
2012-04-20,16,JASON MRAZ,I WON'T GIVE UP
2012-04-20,17,DAVID GUETTA FT NICKI MINAJ,TURN ME ON
2012-04-20,18,SCRIPT,THE MAN WHO CAN'T BE MOVED
2012-04-20,19,LABRINTH,LAST TIME
2012-04-20,20,RIZZLE KICKS,MAMA DO THE HUMP
2012-04-20,21,BREATHE CAROLINA,BLACKOUT
2012-04-20,22,OLLY MURS,OH MY GOODNESS
2012-04-20,23,JAY-Z & KANYE WEST,****S IN PARIS
2012-04-20,24,SWEDISH HOUSE MAFIA,GREYHOUND
2012-04-20,25,LMFAO,SEXY AND I KNOW IT
2012-04-20,26,JESSIE J FT DAVID GUETTA,LASERLIGHT
2012-04-20,27,JOHN LEGEND,REORDINARY PEOPLE
2012-04-20,28,DRAKE FT RIHANNA,TAKE CARE
2012-04-20,29,ALEXANDRA BURKE/ERICK MORILLO,ELEPHANT
2012-04-20,30,KELLY CLARKSON,STRONGER
2012-04-20,31,LABRINTH FT TINIE TEMPAH,EARTHQUAKE
2012-04-20,32,DJ FRESH FT RITA ORA,HOT RIGHT NOW
2012-04-20,33,LMFAO,SORRY FOR PARTY ROCKING
2012-04-20,34,PLAN B,ILL MANORS
2012-04-20,35,TRAIN,DROPS OF JUPITER (TELL ME)
2012-04-20,36,WHEATUS,TEENAGE DIRTBAG
2012-04-20,37,ALEX CLARE,TOO CLOSE
2012-04-20,38,ED SHEERAN,DRUNK
2012-04-20,39,COLDPLAY,PARADISE
2012-04-20,40,BEYONCE,END OF TIME
2012-04-20,41,YOU ME AT SIX,THE SWARM
2012-04-20,42,MAROON 5 FT CHRISTINA AGUILERA,MOVES LIKE JAGGER
2012-04-20,43,FLO RIDA,GOOD FEELING
2012-04-20,44,RIZZLE KICKS,TRAVELLER'S CHANT
2012-04-20,45,ED SHEERAN,LEGO HOUSE
2012-04-20,46,PHIL OAKEY & GIORGIO MORODER,TOGETHER IN ELECTRIC DREAMS
2012-04-20,47,COLDPLAY,CHARLIE BROWN
2012-04-20,48,OLLY MURS,DANCE WITH ME TONIGHT
2012-04-20,49,DAVID GUETTA FT USHER,WITHOUT YOU
2012-04-20,50,RIHANNA FT JAY-Z,TALK THAT TALK
2012-04-27,1,CARLY RAE JEPSEN,CALL ME MAYBE
2012-04-27,2,CONOR MAYNARD,CAN'T SAY NO
2012-04-27,3,FUN FT JANELLE MONAE,WE ARE YOUNG
2012-04-27,4,JOHN LEGEND,ORDINARY PEOPLE
2012-04-27,5,JESSIE J FT DAVID GUETTA,LASERLIGHT
2012-04-27,6,GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW
2012-04-27,7,BOB,SO GOOD
2012-04-27,8,NICKI MINAJ,STARSHIPS
2012-04-27,9,SEAN PAUL,SHE DOESN'T MIND
2012-04-27,10,JUSTIN BIEBER,BOYFRIEND
2012-04-27,11,MARINA & THE DIAMONDS,PRIMADONNA
2012-04-27,12,USHER,CLIMAX
2012-04-27,13,JASON MRAZ,I WON'T GIVE UP
2012-04-27,14,TRAIN,DRIVE BY
2012-04-27,15,AZEALIA BANKS FT LAZY JAY,212
2012-04-27,16,ALEX CLARE,TOO CLOSE
2012-04-27,17,SWAY,LEVEL UP
2012-04-27,18,FLO RIDA FT SIA,WILD ONES
2012-04-27,19,DAVID GUETTA FT SIA,TITANIUM
2012-04-27,20,CHRIS BROWN,TURN UP THE MUSIC
2012-04-27,21,KATY PERRY,PART OF ME
2012-04-27,22,DAVID GUETTA FT NICKI MINAJ,TURN ME ON
2012-04-27,23,EMELI SANDE,EXT TO ME
2012-04-27,24,SWEDISH HOUSE MAFIA,GREYHOUND
2012-04-27,25,JESSIE J,DOMINO
2012-04-27,26,SCRIPT,THE MAN WHO CAN'T BE MOVED
2012-04-27,27,LINKIN PARK,BURN IT DOWN
2012-04-27,28,BIRDY,SKINNY LOVE
2012-04-27,29,JAY-Z & KANYE WEST,****S IN PARIS
2012-04-27,30,RIZZLE KICKS,MAMA DO THE HUMP
2012-04-27,31,OLLY MURS,OH MY GOODNESS
2012-04-27,32,LMFAO,SEXY AND I KNOW IT
2012-04-27,33,DRAKE FT RIHANNA,TAKE CARE
2012-04-27,34,TRAIN,DROPS OF JUPITER (TELL ME)
2012-04-27,35,LABRINTH,LAST TIME
2012-04-27,36,KELLY CLARKSON,STRONGER
2012-04-27,37,LMFAO,SORRY FOR PARTY ROCKING
